,Metadata_Col,Metadata_Row,Metadata_Well,Metadata_perturbation_id,Metadata_perturbation_type,QC_cell_count,QC_cell_count_cov,QC_cov_failed,QC_position_effect
324,25,W,W25,pert_0163,trt,1389,-0.078712299,FALSE,0.1265822784810126
325,26,R,R26,pert_0164,trt,1434,-0.2976319,FALSE,0.189873418
326,36,V,V36,pert_0165,trt,1525,-0.790947971,FALSE,0.050632911
327,20,L,L20,pert_0166,trt,1548,-0.112572068,FALSE,0.2025316455696202
328,21,R,R21,pert_0167,trt,1497,-0.515754598,FALSE,0.1012658227848101
329,11,Q,Q11,pert_0168,trt,1412,0.7262158043931137,FALSE,0.2025316455696202
330,19,N,N19,pert_0169,trt,1508,-1.160577515,FALSE,0.1392405063291139
331,31,Q,Q31,pert_0170,trt,1480,-0.909892097,FALSE,0.1012658227848101
332,47,P,P47,pert_0171,trt,1623,-0.426326514,FALSE,0.2278481012658227
333,31,W,W31,pert_0172,trt,1379,0.2580861941196009,FALSE,0.088607595
334,36,K,K36,pert_0173,trt,1295,0.095408616,FALSE,0.189873418
335,21,Q,Q21,pert_0174,trt,1335,0.026695743573945507,FALSE,0.088607595
336,22,X,X22,pert_0175,trt,1412,0.4704256692649634,FALSE,0.063291139
337,15,U,U15,pert_0176,trt,1711,0.7957569928247624,FALSE,0.1265822784810126
338,30,K,K30,pert_0177,trt,1250,0.014923139,FALSE,0.1772151898734177
339,41,Q,Q41,pert_0178,trt,1512,0.001356739,FALSE,0.1012658227848101
340,43,Y,Y43,pert_0179,trt,1610,1.014921131303535,TRUE,0.2025316455696202
341,40,W,W40,pert_0180,trt,1636,-0.521760893,FALSE,0.1392405063291139
342,13,J,J13,pert_0181,trt,1406,-0.434819435,FALSE,0.1265822784810126
343,23,AE,AE23,pert_0182,trt,1508,-0.824977593,FALSE,0.5063291139240507
344,17,I,I17,pert_0183,trt,1298,1.1486131197624485,TRUE,0.088607595
345,13,T,T13,pert_0184,trt,1599,-0.622164777,FALSE,0.1392405063291139
346,7,G,G07,pert_0185,trt,1383,-1.098451238,FALSE,0.1645569620253164
347,24,I,I24,pert_0186,trt,1502,-0.107595337,FALSE,0.1012658227848101
348,16,AC,AC16,pert_0187,trt,1568,0.110224861,FALSE,0.1265822784810126
349,15,J,J15,pert_0188,trt,1582,-0.386144135,FALSE,0.037974684
350,16,L,L16,pert_0189,trt,1531,1.0279514999912645,TRUE,0.1012658227848101
351,44,D,D44,pert_0190,trt,1509,1.3036609702090836,TRUE,0.095238095
352,20,P,P20,pert_0191,trt,1538,-1.386736388,FALSE,0.1012658227848101
353,30,X,X30,pert_0192,trt,1547,-1.113341104,FALSE,0.1518987341772152
354,24,S,S24,pert_0193,trt,1585,-2.118482773,FALSE,0.1392405063291139
355,34,X,X34,pert_0194,trt,1470,2.5073417585106683,TRUE,0.1012658227848101
356,22,C,C22,pert_0195,trt,1487,-1.244575883,FALSE,0.1507936507936507
357,34,L,L34,pert_0196,trt,1702,-1.157210603,FALSE,0.1772151898734177
358,22,V,V22,pert_0197,trt,724,0.18615089783677025,FALSE,0.075949367
359,25,T,T25,pert_0198,trt,1444,0.9948341378133952,FALSE,0.1012658227848101
360,5,AD,AD05,pert_0199,trt,1603,0.639373769,FALSE,0.1139240506329113
361,30,AC,AC30,pert_0200,trt,1370,0.13672396084032806,FALSE,0.1265822784810126
362,31,P,P31,pert_0201,trt,1161,-1.340875993,FALSE,0.1012658227848101
363,36,P,P36,pert_0202,trt,1364,0.081102467,FALSE,0.088607595
364,21,L,L21,pert_0203,trt,1588,-0.919753115,FALSE,0.1265822784810126
365,32,I,I32,pert_0204,trt,373,-0.245298672,FALSE,0.050632911
366,28,T,T28,pert_0205,trt,1278,0.11028102084991169,FALSE,0.1518987341772152
367,27,Q,Q27,pert_0206,trt,1449,1.635518799857168,TRUE,0.1392405063291139
368,24,U,U24,pert_0207,trt,1507,0.1219875639012375,FALSE,0.1645569620253164
369,23,R,R23,pert_0208,trt,1432,-1.254816823,FALSE,0.1139240506329113
370,38,V,V38,pert_0209,trt,1620,-0.535321423,FALSE,0.025316456
371,27,I,I27,pert_0210,trt,1402,-0.524802906,FALSE,0.189873418
372,21,K,K21,pert_0211,trt,1677,1.3690055390169416,TRUE,0.1012658227848101
373,24,Q,Q24,pert_0212,trt,1421,-1.902214075,FALSE,0.1012658227848101
374,18,K,K18,pert_0213,trt,1405,1.0700399155708207,TRUE,0.088607595
375,34,J,J34,pert_0214,trt,1594,0.050260268397708405,FALSE,0.1772151898734177
376,12,K,K12,pert_0215,trt,1534,-0.321122537,FALSE,0.2278481012658227
377,34,W,W34,pert_0216,trt,1560,-0.161210692,FALSE,0.088607595
378,11,K,K11,pert_0217,trt,1418,0.928671647,FALSE,0.1645569620253164
379,35,L,L35,pert_0218,trt,1669,0.6579683904572052,FALSE,0.1772151898734177
380,35,R,R35,pert_0219,trt,1642,1.183396524240614,TRUE,0.037974684
381,9,N,N09,pert_0220,trt,1429,0.5099389455549628,FALSE,0.1012658227848101
382,35,U,U35,pert_0221,trt,1559,-0.966862995,FALSE,0.1012658227848101
383,20,Q,Q20,pert_0222,trt,1476,-1.326557124,FALSE,0.1392405063291139
384,43,P,P43,pert_0223,trt,1523,0.32539670095584666,FALSE,0.1012658227848101
385,36,Y,Y36,pert_0224,trt,1536,0.3510191848040711,FALSE,0.1139240506329113
386,35,K,K35,pert_0225,trt,1509,-0.609811113,FALSE,0.1772151898734177
387,28,L,L28,pert_0226,trt,1411,1.134093063386606,TRUE,0.2025316455696202
388,16,Q,Q16,pert_0227,trt,1531,0.6058753799121842,FALSE,0.1518987341772152
389,18,O,O18,pert_0228,trt,1409,-0.265646365,FALSE,0.1265822784810126
390,14,T,T14,pert_0229,trt,1588,-0.444700579,FALSE,0.063291139
391,37,X,X37,pert_0230,trt,1694,0.093724307,FALSE,0.1265822784810126
392,7,T,T07,pert_0231,trt,1647,1.3487947051478864,TRUE,0.189873418
393,26,L,L26,pert_0232,trt,1302,0.6480334536357226,FALSE,0.1139240506329113
394,35,T,T35,pert_0233,trt,1544,0.006632557,FALSE,0.2025316455696202
395,15,N,N15,pert_0234,trt,1661,-1.653132703,FALSE,0.075949367
396,25,V,V25,pert_0235,trt,1451,-0.609468051,FALSE,0.1139240506329113
397,23,U,U23,pert_0236,trt,1646,0.614666322,FALSE,0.088607595
398,32,J,J32,pert_0237,trt,1648,0.42522063851210373,FALSE,0.1139240506329113
399,32,N,N32,pert_0238,trt,1416,0.6527500609326135,FALSE,0.1265822784810126
400,38,N,N38,pert_0239,trt,1535,1.0441415425664897,TRUE,0.1265822784810126
401,35,V,V35,pert_0240,trt,1343,-0.458956881,FALSE,0.088607595
402,32,U,U32,pert_0241,trt,1691,-0.728621321,FALSE,0.1265822784810126
403,26,J,J26,pert_0242,trt,1479,0.33054836823194594,FALSE,0.1139240506329113
404,26,V,V26,pert_0243,trt,1317,0.889089702,FALSE,0.1265822784810126
405,31,S,S31,pert_0244,trt,1718,1.5469346200758132,TRUE,0.1518987341772152
406,36,U,U36,pert_0245,trt,1496,-0.364116363,FALSE,0.1265822784810126
407,12,D,D12,pert_0246,trt,1222,-0.612591887,FALSE,0.055555556
408,24,D,D24,pert_0246,trt,1291,-0.2832676,FALSE,0.063492063
409,35,D,D35,pert_0246,trt,1367,0.25398427362003057,FALSE,0.095238095
410,45,D,D45,pert_0246,trt,1206,-0.474959232,FALSE,0.1428571428571428
411,4,F,F04,pert_0246,trt,1187,-0.125366009,FALSE,0.079365079
412,8,F,F08,pert_0246,trt,1185,1.5408754408241803,TRUE,0.079365079
413,40,F,F40,pert_0246,trt,1237,1.4280069113079077,TRUE,0.1031746031746031
414,25,G,G25,pert_0246,trt,1306,1.3038577095617394,TRUE,0.2658227848101265
415,32,G,G32,pert_0246,trt,1348,0.8527907948680072,FALSE,0.1772151898734177
416,14,H,H14,pert_0246,trt,1211,2.355242815186604,TRUE,0.1139240506329113
417,11,J,J11,pert_0246,trt,1457,1.3646106917777636,TRUE,0.088607595
418,36,J,J36,pert_0246,trt,1302,-1.912965794,FALSE,0.1518987341772152
419,24,K,K24,pert_0246,trt,1172,0.3096285625538992,FALSE,0.1772151898734177
420,4,L,L04,pert_0246,trt,1318,-1.689225244,FALSE,0.2025316455696202
421,8,L,L08,pert_0246,trt,1341,-1.405358743,FALSE,0.1012658227848101
422,40,L,L40,pert_0246,trt,1324,-0.101079277,FALSE,0.063291139
423,45,L,L45,pert_0246,trt,1251,0.13664386063422443,FALSE,0.2025316455696202
424,18,M,M18,pert_0246,trt,1386,-2.135241418,FALSE,0.1012658227848101
425,30,M,M30,pert_0246,trt,1053,0.41649314731425674,FALSE,0.1139240506329113
426,21,P,P21,pert_0246,trt,1235,1.193516731,TRUE,0.1012658227848101
427,34,P,P34,pert_0246,trt,1390,-0.709288488,FALSE,0.050632911
428,13,Q,Q13,pert_0246,trt,1235,1.3446923203175631,TRUE,0.063291139
429,28,Q,Q28,pert_0246,trt,1299,-0.187421291,FALSE,0.2025316455696202
430,18,T,T18,pert_0246,trt,1504,-0.616023312,FALSE,0.037974684
431,4,U,U04,pert_0246,trt,1302,0.24044008034175135,FALSE,0.2025316455696202
432,8,U,U08,pert_0246,trt,1339,0.6127278364077432,FALSE,0.1139240506329113
433,25,U,U25,pert_0246,trt,1272,0.39282524165039556,FALSE,0.1012658227848101
434,30,U,U30,pert_0246,trt,1171,2.6748572087985645,TRUE,0.1518987341772152
435,40,U,U40,pert_0246,trt,1294,1.3279188568719091,TRUE,0.1139240506329113
436,45,U,U45,pert_0246,trt,1337,1.285142656617565,TRUE,0.2278481012658227
437,11,W,W11,pert_0246,trt,1299,1.1176222376152185,TRUE,0.050632911
438,36,W,W36,pert_0246,trt,1355,0.061191582,FALSE,0.1265822784810126
439,34,Y,Y34,pert_0246,trt,1213,2.0281044781467346,TRUE,0.063291139
440,16,Z,Z16,pert_0246,trt,912,-1.038672905,FALSE,0.1012658227848101
441,24,Z,Z24,pert_0246,trt,1318,1.9403945199795365,TRUE,0.1012658227848101
442,4,AA,AA04,pert_0246,trt,1614,-3.084381168,FALSE,0.2025316455696202
443,8,AA,AA08,pert_0246,trt,1387,-0.214536019,FALSE,0.050632911
444,40,AA,AA40,pert_0246,trt,1382,-0.78930705,FALSE,0.1265822784810126
445,13,AC,AC13,pert_0246,trt,1432,0.3408654947660533,FALSE,0.3164556962025316
446,25,AC,AC25,pert_0246,trt,1174,1.3911512681822087,TRUE,0.1265822784810126
447,35,AC,AC35,pert_0246,trt,1385,0.744621192,FALSE,0.050632911
448,45,AC,AC45,pert_0246,trt,1393,-0.76173129,FALSE,0.2151898734177215
449,47,B,B47,pert_0247,trt,1263,-0.869367713,FALSE,0.3095238095238095
450,38,I,I38,pert_0247,trt,1289,0.41140998020593084,FALSE,0.1265822784810126
451,20,S,S20,pert_0247,trt,1247,0.8984452743441785,FALSE,0.1139240506329113
452,5,AB,AB05,pert_0247,trt,1223,0.032952932405249755,FALSE,0.1012658227848101
453,24,AE,AE24,pert_0248,trt,1601,-0.075691044,FALSE,0.3544303797468354
454,46,L,L46,pert_0249,trt,1643,1.3096598155760115,TRUE,0.088607595
455,39,D,D39,pert_0250,trt,1250,-0.092426793,FALSE,0.119047619
456,43,AC,AC43,pert_0251,trt,1435,-0.280297875,FALSE,0.2025316455696202
457,4,T,T04,pert_0252,trt,1467,-0.511323305,FALSE,0.1518987341772152
458,5,D,D05,pert_0253,trt,1364,-1.185196733,FALSE,0.1666666666666666
459,30,D,D30,pert_0254,trt,1446,-0.609858201,FALSE,0.071428571
460,24,C,C24,pert_0255,trt,1345,0.017301871,FALSE,0.047619048
461,28,AE,AE28,pert_0256,trt,1490,-1.071596101,FALSE,0.3164556962025316
462,26,S,S26,pert_0257,trt,1512,-0.279846346,FALSE,0.1012658227848101
463,29,S,S29,pert_0258,trt,1597,-1.102827429,FALSE,0.1518987341772152
464,5,G,G05,pert_0259,trt,1523,2.644724531737669,TRUE,0.1139240506329113
465,33,AE,AE33,pert_0260,trt,1611,0.7664355172467286,FALSE,0.189873418
466,36,B,B36,pert_0261,trt,1665,-0.561608334,FALSE,0.1746031746031746
467,28,B,B28,pert_0262,trt,1238,0.9204140522135319,FALSE,0.1349206349206349
468,4,E,E04,pert_0263,trt,1557,-1.981725858,FALSE,0.079365079
469,21,B,B21,pert_0264,trt,1373,0.2065448998574695,FALSE,0.2301587301587301
470,40,AC,AC40,pert_0265,trt,1681,-0.246835768,FALSE,0.189873418
471,40,D,D40,pert_0266,trt,1487,1.7726310582551223,TRUE,0.1825396825396825
472,8,AD,AD08,pert_0267,trt,1689,0.10421371635020314,FALSE,0.1645569620253164
473,29,Q,Q29,pert_0268,trt,1586,0.14288599596222418,FALSE,0.1139240506329113
474,34,D,D34,pert_0269,trt,1578,-0.88890584,FALSE,0.1587301587301587
475,46,V,V46,pert_0270,trt,1509,-0.230546117,FALSE,0.088607595
476,5,H,H05,pert_0271,trt,1687,0.3513038480770428,FALSE,0.050632911
477,46,W,W46,pert_0272,trt,1332,-0.272277604,FALSE,0.1265822784810126
478,4,X,X04,pert_0273,trt,1133,0.7306825578196418,FALSE,0.2151898734177215
479,29,D,D29,pert_0274,trt,1539,-2.247832145,FALSE,0.1031746031746031
480,32,AE,AE32,pert_0275,trt,1544,0.10221794499544011,FALSE,0.1645569620253164
481,47,F,F47,pert_0276,trt,1505,0.1725056039880873,FALSE,0.2301587301587301
482,5,S,S05,pert_0277,trt,1514,-0.313372032,FALSE,0.189873418
483,44,F,F44,pert_0278,trt,1452,-1.977696742,FALSE,0.079365079
484,6,AC,AC06,pert_0279,trt,1596,-1.21525402,FALSE,0.2278481012658227
485,3,V,V03,pert_0280,trt,1353,1.1499095993041895,TRUE,0.2025316455696202
486,36,AE,AE36,pert_0281,trt,1624,-2.353212487,FALSE,0.4050632911392405
487,44,V,V44,pert_0282,trt,1494,0.38227638432660555,FALSE,0.088607595
488,28,C,C28,pert_0283,trt,1284,-1.297281197,FALSE,0.1428571428571428
489,45,AE,AE45,pert_0284,trt,1523,-1.646355153,FALSE,0.3291139240506329
490,47,Y,Y47,pert_0285,trt,1420,-2.283920182,FALSE,0.2784810126582278
491,25,D,D25,pert_0286,trt,1254,-0.555607463,FALSE,0.03968254
492,2,K,K02,pert_0287,trt,1437,0.13077163295881924,FALSE,0.3544303797468354
493,34,S,S34,pert_0288,trt,1545,1.2326953239305067,TRUE,0.1139240506329113
494,37,Q,Q37,pert_0289,trt,1533,0.8250943754031025,FALSE,0.088607595
495,5,L,L05,pert_0290,trt,1440,-0.084573783,FALSE,0.2025316455696202
496,38,C,C38,pert_0291,trt,1386,0.8486529305262287,FALSE,0.1428571428571428
497,17,AD,AD17,pert_0292,trt,1246,-0.790075464,FALSE,0.1139240506329113
498,18,D,D18,pert_0293,trt,1491,-0.385186416,FALSE,0.079365079
499,41,AD,AD41,pert_0294,trt,1499,-1.02162395,FALSE,0.1518987341772152
500,45,Y,Y45,pert_0295,trt,1520,-0.571025649,FALSE,0.2025316455696202
501,41,D,D41,pert_0296,trt,1209,0.31581836896457727,FALSE,0.1349206349206349
502,16,T,T16,pert_0297,trt,1588,-1.074757053,FALSE,0.025316456
503,33,M,M33,pert_0298,trt,1504,0.20501362453819363,FALSE,0.1139240506329113
504,2,I,I02,pert_0299,trt,1537,-2.004540001,FALSE,0.3670886075949367
505,3,Q,Q03,pert_0300,trt,1489,-0.784545173,FALSE,0.2278481012658227
506,11,B,B11,pert_0301,trt,1538,0.2012784061985322,FALSE,0.119047619
507,5,M,M05,pert_0302,trt,1507,0.4067579254374818,FALSE,0.2025316455696202
508,23,AC,AC23,pert_0303,trt,1659,-2.27303097,FALSE,0.2151898734177215
509,4,Y,Y04,pert_0304,trt,1610,-0.288812268,FALSE,0.2025316455696202
510,47,M,M47,pert_0305,trt,1516,0.3157387708465536,FALSE,0.3037974683544304
511,44,G,G44,pert_0306,trt,1522,-1.85015783,FALSE,0.2151898734177215
512,18,I,I18,pert_0307,trt,1412,-0.385935822,FALSE,0.063291139
513,13,AD,AD13,pert_0308,trt,1509,-0.942023853,FALSE,0.3670886075949367
514,40,C,C40,pert_0309,trt,1522,0.2712645123025282,FALSE,0.1666666666666666
515,19,D,D19,pert_0310,trt,1568,-0.410085857,FALSE,0.055555556
516,32,AC,AC32,pert_0311,trt,1649,-0.269768591,FALSE,0.2531645569620253
517,29,AD,AD29,pert_0312,trt,1424,0.41871330831683123,FALSE,0.2531645569620253
518,4,N,N04,pert_0313,trt,1143,0.7161283181995273,FALSE,0.1645569620253164
519,20,C,C20,pert_0314,trt,1484,-0.55928858,FALSE,0.1825396825396825
520,4,Q,Q04,pert_0315,trt,1328,0.8102720944682764,FALSE,0.1518987341772152
521,27,AD,AD27,pert_0316,trt,1483,-1.186378174,FALSE,0.240506329
522,6,AE,AE06,pert_0317,trt,997,-1.295368308,FALSE,0.1012658227848101
523,15,B,B15,pert_0318,trt,1528,-1.059345813,FALSE,0.1984126984126984
524,38,P,P38,pert_0319,trt,1615,1.3892668195634341,TRUE,0.1772151898734177
525,25,B,B25,pert_0320,trt,1513,0.3388432630383111,FALSE,0.2063492063492063
526,14,AD,AD14,pert_0321,trt,1400,0.7282668701235699,FALSE,0.1772151898734177
527,36,C,C36,pert_0322,trt,1508,-0.659604585,FALSE,0.1587301587301587
528,45,Z,Z45,pert_0323,trt,952,-0.18580916,FALSE,0.2658227848101265
529,44,N,N44,pert_0324,trt,1549,-0.618735633,FALSE,0.1139240506329113
530,18,N,N18,pert_0325,trt,1588,0.49467283554829117,FALSE,0.1645569620253164
531,45,AA,AA45,pert_0326,trt,1332,0.8308447099541927,FALSE,0.2278481012658227
532,23,C,C23,pert_0327,trt,1584,-0.726933308,FALSE,0.1507936507936507
533,14,AC,AC14,pert_0328,trt,1197,-0.177003128,FALSE,0.2025316455696202
534,3,J,J03,pert_0329,trt,1529,0.5513565267924141,FALSE,0.1265822784810126
535,20,J,J20,pert_0330,trt,1495,-0.116054748,FALSE,0.088607595
536,32,AD,AD32,pert_0331,trt,1435,-0.406970233,FALSE,0.379746835
537,46,AC,AC46,pert_0332,trt,1617,1.1704168180497676,TRUE,0.2911392405063291
538,10,D,D10,pert_0333,trt,1494,0.008337166,FALSE,0.087301587
539,3,O,O03,pert_0334,trt,1400,-1.233135169,FALSE,0.189873418
540,47,AE,AE47,pert_0335,trt,1373,-0.341325545,FALSE,0.620253165
541,47,G,G47,pert_0336,trt,1506,1.1860663983098816,TRUE,0.2531645569620253
542,33,T,T33,pert_0337,trt,1525,1.6466912009982788,TRUE,0.088607595
543,7,B,B07,pert_0338,trt,1604,1.1523211029671376,TRUE,0.1428571428571428
544,45,W,W45,pert_0339,trt,1330,-2.048287539,FALSE,0.1392405063291139
545,47,U,U47,pert_0340,trt,1490,-1.074041672,FALSE,0.1772151898734177
546,44,X,X44,pert_0341,trt,1561,-1.501057942,FALSE,0.1265822784810126
547,2,N,N02,pert_0342,trt,1670,0.1014417789111657,FALSE,0.4050632911392405
548,2,H,H02,pert_0343,trt,1570,-0.130480996,FALSE,0.3291139240506329
549,14,J,J14,pert_0344,trt,1521,0.9116786210662491,FALSE,0.1012658227848101
550,5,B,B05,pert_0345,trt,1478,0.6901855368445575,FALSE,0.1269841269841269
551,3,X,X03,pert_0346,trt,1541,-0.131838281,FALSE,0.3544303797468354
552,18,AE,AE18,pert_0347,trt,1553,1.3508431496835285,TRUE,0.3037974683544304
553,2,G,G02,pert_0348,trt,1613,-0.778243201,FALSE,0.3670886075949367
554,47,AC,AC47,pert_0349,trt,1409,-0.850370557,FALSE,0.2531645569620253
555,35,AD,AD35,pert_0350,trt,1674,-0.577888243,FALSE,0.2025316455696202
556,45,M,M45,pert_0351,trt,1111,-0.655234573,FALSE,0.2784810126582278
557,4,H,H04,pert_0352,trt,1686,-1.316540585,FALSE,0.2151898734177215
558,3,B,B03,pert_0353,trt,1416,-0.158159676,FALSE,0.1428571428571428
559,47,L,L47,pert_0354,trt,1596,-1.580799222,FALSE,0.3164556962025316
560,3,AA,AA03,pert_0355,trt,1552,-0.997022448,FALSE,0.3291139240506329
561,32,D,D32,pert_0356,trt,1582,2.227198044728127,TRUE,0.1349206349206349
562,20,Y,Y20,pert_0357,trt,1495,0.5226158403528267,FALSE,0.1645569620253164
563,23,Z,Z23,pert_0358,trt,1601,1.6694988475124914,TRUE,0.189873418
564,24,E,E24,pert_0359,trt,1557,0.4012636489918573,FALSE,0.055555556
565,40,M,M40,pert_0360,trt,1440,0.4699224821377735,FALSE,0.1265822784810126
566,39,Q,Q39,pert_0361,trt,1412,-0.88373622,FALSE,0.1518987341772152
567,11,H,H11,pert_0362,trt,1573,0.339896099,FALSE,0.2025316455696202
568,39,K,K39,pert_0363,trt,1297,0.031968514,FALSE,0.1645569620253164
569,41,T,T41,pert_0364,trt,1733,0.6384454393470232,FALSE,0.1772151898734177
570,6,O,O06,pert_0365,trt,1311,1.820018996219334,TRUE,0.075949367
571,46,I,I46,pert_0366,trt,1350,0.007608392,FALSE,0.1265822784810126
572,46,O,O46,pert_0367,trt,1476,0.17339944174385077,FALSE,0.1012658227848101
573,35,Y,Y35,pert_0368,trt,1542,0.059113118404074204,FALSE,0.037974684
574,5,Y,Y05,pert_0369,trt,1793,0.12699256277696497,FALSE,0.088607595
575,45,V,V45,pert_0370,trt,1746,0.9574240365533876,FALSE,0.088607595
576,4,AE,AE04,pert_0371,trt,1361,1.3955028822413125,TRUE,0.3164556962025316
577,37,E,E37,pert_0372,trt,1454,0.34777275959847787,FALSE,0.1111111111111111
578,41,E,E41,pert_0373,trt,1446,-1.469832666,FALSE,0.1349206349206349
579,30,Y,Y30,pert_0374,trt,1476,0.49369267959636287,FALSE,0.2531645569620253
580,32,AA,AA32,pert_0375,trt,1568,0.257427537,FALSE,0.1265822784810126
581,25,AE,AE25,pert_0376,trt,1550,-0.616747948,FALSE,0.3417721518987341
582,17,AA,AA17,pert_0377,trt,1650,-2.568411355,FALSE,0.1012658227848101
583,22,Y,Y22,pert_0378,trt,1550,0.9968341931283489,FALSE,0.189873418
584,7,J,J07,pert_0379,trt,1440,-1.349062165,FALSE,0.1772151898734177
585,32,Q,Q32,pert_0380,trt,1645,1.0035483844658664,TRUE,0.1645569620253164
586,22,J,J22,pert_0381,trt,1440,0.908503049,FALSE,0.1265822784810126
587,12,P,P12,pert_0382,trt,1498,0.9418249513663238,FALSE,0.2278481012658227
588,14,K,K14,pert_0383,trt,1558,0.3024941007232698,FALSE,0.1139240506329113
589,24,AD,AD24,pert_0384,trt,1135,0.02082678,FALSE,0.1012658227848101
590,6,X,X06,pert_0385,trt,1421,-0.166504667,FALSE,0.1518987341772152
591,43,O,O43,pert_0386,trt,1433,0.6766348873890734,FALSE,0.063291139
592,18,AB,AB18,pert_0387,trt,1516,-1.172690649,FALSE,0.2658227848101265
593,12,E,E12,pert_0388,trt,1577,0.8342339546108262,FALSE,0.1111111111111111
594,15,E,E15,pert_0389,trt,1301,0.12441846675145915,FALSE,0.1349206349206349
595,8,E,E08,pert_0390,trt,1446,0.7772812951709268,FALSE,0.1031746031746031
596,13,Z,Z13,pert_0391,trt,1409,1.898675878,TRUE,0.2025316455696202
597,35,G,G35,pert_0392,trt,1785,-1.956103955,FALSE,0.2025316455696202
598,35,AA,AA35,pert_0393,trt,1713,-1.377772655,FALSE,0.189873418
599,26,AE,AE26,pert_0394,trt,1511,0.12393298506743944,FALSE,0.2911392405063291
600,37,F,F37,pert_0395,trt,1592,-0.334396544,FALSE,0.1031746031746031
601,42,W,W42,pert_0396,trt,1484,0.2547715284225512,FALSE,0.1012658227848101
602,42,X,X42,pert_0397,trt,806,-0.696982129,FALSE,0.025316456
603,34,G,G34,pert_0398,trt,1474,0.7079124261292329,FALSE,0.2151898734177215
604,18,H,H18,pert_0399,trt,1369,0.3930901273232817,FALSE,0.1392405063291139
605,12,Z,Z12,pert_0400,trt,1471,-0.144416984,FALSE,0.1392405063291139
606,6,P,P06,pert_0401,trt,1501,-1.013235217,FALSE,0.1645569620253164
607,27,X,X27,pert_0402,trt,1361,1.4609694365537962,TRUE,0.1012658227848101
608,36,AB,AB36,pert_0403,trt,1657,0.6707455966363689,FALSE,0.2151898734177215
609,22,R,R22,pert_0404,trt,1545,-1.160590678,FALSE,0.1645569620253164
610,34,N,N34,pert_0405,trt,1360,0.5712103994993278,FALSE,0.1012658227848101
611,25,Q,Q25,pert_0406,trt,1197,-0.385798852,FALSE,0.1012658227848101
612,9,P,P09,pert_0407,trt,1444,0.4009447534011946,FALSE,0.1772151898734177
613,27,L,L27,pert_0408,trt,1498,0.005166073,FALSE,0.1392405063291139
614,15,R,R15,pert_0409,trt,1498,-0.329851439,FALSE,0.189873418
615,26,E,E26,pert_0410,trt,1349,0.043328064729264947,FALSE,0.095238095
616,6,Y,Y06,pert_0411,trt,1386,-0.21753409,FALSE,0.189873418
617,46,AA,AA46,pert_0412,trt,1441,-0.30568754,FALSE,0.1139240506329113
618,30,E,E30,pert_0413,trt,1496,-1.787839935,FALSE,0.1031746031746031
619,7,H,H07,pert_0414,trt,1768,0.4679441160936054,FALSE,0.189873418
620,10,AB,AB10,pert_0415,trt,1476,-0.995078913,FALSE,0.1772151898734177
621,6,U,U06,pert_0416,trt,1660,-0.157928641,FALSE,0.1012658227848101
622,6,V,V06,pert_0417,trt,1444,0.14277199375401547,FALSE,0.2278481012658227
623,9,L,L09,pert_0418,trt,1352,0.12625335593169792,FALSE,0.1392405063291139
624,26,Z,Z26,pert_0419,trt,1646,2.2685436474471796,TRUE,0.1012658227848101
625,29,F,F29,pert_0420,trt,1685,0.24357564403242726,FALSE,0.095238095
626,18,Z,Z18,pert_0421,trt,1572,-0.518558664,FALSE,0.1012658227848101
627,10,AA,AA10,pert_0422,trt,1473,1.3183491686048125,TRUE,0.189873418
628,12,AB,AB12,pert_0423,trt,1584,1.2257483110303706,TRUE,0.240506329
629,40,O,O40,pert_0424,trt,1366,0.36584080859176515,FALSE,0.1012658227848101
630,15,H,H15,pert_0425,trt,1713,0.15737037494925596,FALSE,0.1645569620253164
631,9,S,S09,pert_0426,trt,1485,0.6742951844979296,FALSE,0.063291139
632,44,L,L44,pert_0427,trt,1352,0.6527466833673032,FALSE,0.075949367
633,40,V,V40,pert_0428,trt,1540,-0.471097522,FALSE,0.1772151898734177
634,17,AE,AE17,pert_0429,trt,1229,-0.840703286,FALSE,0.3291139240506329
635,13,G,G13,pert_0430,trt,1402,-0.466434685,FALSE,0.1518987341772152
636,41,AB,AB41,pert_0431,trt,1732,-1.981491885,FALSE,0.2278481012658227
637,21,F,F21,pert_0432,trt,1465,1.0205728341903748,TRUE,0.063492063
638,37,H,H37,pert_0433,trt,1469,0.25103257044910804,FALSE,0.2025316455696202
639,2,U,U02,pert_0434,trt,1560,-0.494100959,FALSE,0.3544303797468354
640,42,AC,AC42,pert_0435,trt,1631,1.286056927950468,TRUE,0.189873418
641,7,U,U07,pert_0436,trt,1568,-0.569766788,FALSE,0.1012658227848101
642,3,R,R03,pert_0437,trt,1708,0.29337417682450945,FALSE,0.2531645569620253
643,8,N,N08,pert_0438,trt,1587,1.033511981499791,TRUE,0.1012658227848101
644,13,AB,AB13,pert_0439,trt,1392,0.417736379,FALSE,0.2151898734177215
645,39,Y,Y39,pert_0440,trt,1615,-0.378864589,FALSE,0.1518987341772152
646,43,AB,AB43,pert_0441,trt,435,0.4414688858891785,FALSE,0.1392405063291139
647,32,C,C32,pert_0442,trt,1317,0.039545824,FALSE,0.071428571
648,7,M,M07,pert_0443,trt,1437,0.8370384387389218,FALSE,0.189873418
649,16,H,H16,pert_0444,trt,1479,0.8261902766698418,FALSE,0.1392405063291139
